UniqueID,timestamp,Total Rides,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
ID14071,15/08/2016 23:00,405,16,16,77,11,Clear,Non Holiday,Weekday,Summer
ID14072,16/08/2016 00:00,241,15,15,79.5,8,Clear,Non Holiday,Weekday,Summer
ID14073,16/08/2016 01:00,135,15,15,82,9,Clear,Non Holiday,Weekday,Summer
ID14074,16/08/2016 02:00,73,15,15,85,6.5,Clear,Non Holiday,Weekday,Summer
ID14075,16/08/2016 03:00,45,14.5,14.5,85,5,Clear,Non Holiday,Weekday,Summer
ID14076,16/08/2016 04:00,71,13.5,13.5,85,6.5,Clear,Non Holiday,Weekday,Summer
ID14077,16/08/2016 05:00,124,13,13,88,6,Scattered Clouds,Non Holiday,Weekday,Summer
ID14078,16/08/2016 06:00,795,13.5,13.5,85,5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14079,16/08/2016 07:00,2452,14.5,14.5,85,5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14080,16/08/2016 08:00,4715,16.5,16.5,80,9,Clear,Non Holiday,Weekday,Summer
ID14081,16/08/2016 09:00,2322,18.5,18.5,75.5,14,Scattered Clouds,Non Holiday,Weekday,Summer
ID14082,16/08/2016 10:00,1300,19.5,19.5,68.5,12,Scattered Clouds,Non Holiday,Weekday,Summer
ID14083,16/08/2016 11:00,1264,21,21,57,19,Scattered Clouds,Non Holiday,Weekday,Summer
ID14084,16/08/2016 12:00,1668,22.5,22.5,48.5,19.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14085,16/08/2016 13:00,1754,22.5,22.5,48.5,17.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14086,16/08/2016 14:00,1873,22.5,22.5,48.5,20,Scattered Clouds,Non Holiday,Weekday,Summer
ID14087,16/08/2016 15:00,2017,22,22,51.5,20.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14088,16/08/2016 16:00,2687,22.5,22.5,51.5,21,Scattered Clouds,Non Holiday,Weekday,Summer
ID14089,16/08/2016 17:00,4775,21,21,57,23,Scattered Clouds,Non Holiday,Weekday,Summer
ID14090,16/08/2016 18:00,4719,20,20,56,23,Scattered Clouds,Non Holiday,Weekday,Summer
ID14091,16/08/2016 19:00,2975,18.5,18.5,62,21.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14092,16/08/2016 20:00,1737,18.5,18.5,62,19,Clear,Non Holiday,Weekday,Summer
ID14093,16/08/2016 21:00,1169,17,17,68,19,Clear,Non Holiday,Weekday,Summer
ID14094,17/08/2016 00:00,289,16,16,77,10,Scattered Clouds,Non Holiday,Weekday,Summer
ID14095,17/08/2016 01:00,169,15,15,82,7.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14096,17/08/2016 02:00,89,15,15,82,6.5,Clear,Non Holiday,Weekday,Summer
ID14097,17/08/2016 03:00,67,14,14,88,6,Scattered Clouds,Non Holiday,Weekday,Summer
ID14098,17/08/2016 04:00,66,14,14,85,6,Scattered Clouds,Non Holiday,Weekday,Summer
ID14099,17/08/2016 05:00,129,14,14,88,6,Clear,Non Holiday,Weekday,Summer
ID14100,17/08/2016 06:00,761,14,14,88,6,Clear,Non Holiday,Weekday,Summer
ID14101,17/08/2016 07:00,2471,15.5,15.5,82.5,6,Clear,Non Holiday,Weekday,Summer
ID14102,17/08/2016 08:00,4667,17.5,17.5,77.5,7.5,Clear,Non Holiday,Weekday,Summer
ID14103,17/08/2016 09:00,2429,20,20,68.5,13,Scattered Clouds,Non Holiday,Weekday,Summer
ID14104,17/08/2016 10:00,1373,21.5,21.5,56.5,18.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14105,17/08/2016 11:00,1411,23,23,47,18,Scattered Clouds,Non Holiday,Weekday,Summer
ID14106,17/08/2016 12:00,1797,24,24,44,16,Clear,Non Holiday,Weekday,Summer
ID14107,17/08/2016 13:00,1940,24,24,44,15,Clear,Non Holiday,Weekday,Summer
ID14108,17/08/2016 14:00,1807,24.5,24.5,43,17,Clear,Non Holiday,Weekday,Summer
ID14109,17/08/2016 15:00,2048,24.5,24.5,45.5,18,Clear,Non Holiday,Weekday,Summer
ID14110,17/08/2016 16:00,2666,24,24,45.5,18,Clear,Non Holiday,Weekday,Summer
ID14111,17/08/2016 17:00,5016,23.5,23.5,45.5,18,Clear,Non Holiday,Weekday,Summer
ID14112,17/08/2016 18:00,5038,22.5,22.5,48.5,18,Clear,Non Holiday,Weekday,Summer
ID14113,17/08/2016 19:00,3176,20.5,20.5,60.5,18,Clear,Non Holiday,Weekday,Summer
ID14114,17/08/2016 20:00,2032,19,19,68,13,Clear,Non Holiday,Weekday,Summer
ID14115,17/08/2016 21:00,1348,19,19,73,14,Clear,Non Holiday,Weekday,Summer
ID14116,17/08/2016 22:00,962,18.5,18.5,75.5,12,Clear,Non Holiday,Weekday,Summer
ID14117,17/08/2016 23:00,688,18,18,75.5,6.5,Clear,Non Holiday,Weekday,Summer
ID14118,18/08/2016 00:00,353,17,17,83,6,Clear,Non Holiday,Weekday,Summer
ID14119,18/08/2016 01:00,190,16.5,16.5,80,6.5,Clear,Non Holiday,Weekday,Summer
ID14120,18/08/2016 02:00,90,16,16,83,6,Clear,Non Holiday,Weekday,Summer
ID14121,18/08/2016 03:00,76,15.5,15.5,88,7,Clear,Non Holiday,Weekday,Summer
ID14122,18/08/2016 04:00,75,16,16,88,6.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14123,18/08/2016 05:00,161,16,16,88,6,Broken Clouds,Non Holiday,Weekday,Summer
ID14124,18/08/2016 06:00,717,16,16,85.5,6.5,Clear,Non Holiday,Weekday,Summer
ID14125,18/08/2016 07:00,2332,16.5,16.5,85.5,9,Clear,Non Holiday,Weekday,Summer
ID14126,18/08/2016 08:00,4533,17.5,17.5,80.5,9,Clear,Non Holiday,Weekday,Summer
ID14127,18/08/2016 09:00,2427,19.5,19.5,75.5,10,Clear,Non Holiday,Weekday,Summer
ID14128,18/08/2016 10:00,1256,21.5,21.5,65,10,Scattered Clouds,Non Holiday,Weekday,Summer
ID14129,18/08/2016 11:00,1360,22,22,61,11,Scattered Clouds,Non Holiday,Weekday,Summer
ID14130,18/08/2016 12:00,1689,23,23,51.5,16,Scattered Clouds,Non Holiday,Weekday,Summer
ID14131,18/08/2016 13:00,1808,24.5,24.5,46,21.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14132,18/08/2016 14:00,1771,24.5,24,39,23,Clear,Non Holiday,Weekday,Summer
ID14133,18/08/2016 15:00,1828,23.5,23.5,42.5,21.5,Clear,Non Holiday,Weekday,Summer
ID14134,18/08/2016 16:00,2506,23,22.5,42.5,21,Clear,Non Holiday,Weekday,Summer
ID14135,18/08/2016 17:00,4391,23,22,41,18.5,Clear,Non Holiday,Weekday,Summer
ID14136,18/08/2016 18:00,4272,21.5,21,50,20.5,Clear,Non Holiday,Weekday,Summer
ID14137,18/08/2016 19:00,2643,20.5,20.5,60.5,20,Clear,Non Holiday,Weekday,Summer
ID14138,18/08/2016 20:00,1787,19,19,73,24,Clear,Non Holiday,Weekday,Summer
ID14139,18/08/2016 21:00,1137,18,18,83,17.5,Clear,Non Holiday,Weekday,Summer
ID14140,18/08/2016 22:00,898,18,18,83,12,Clear,Non Holiday,Weekday,Summer
ID14141,18/08/2016 23:00,683,18,18,83,9,Scattered Clouds,Non Holiday,Weekday,Summer
ID14142,19/08/2016 00:00,389,18,18,83,11,Scattered Clouds,Non Holiday,Weekday,Summer
ID14143,19/08/2016 01:00,241,17,17,88,7,Clear,Non Holiday,Weekday,Summer
ID14144,19/08/2016 02:00,175,17,17,88,6.5,Cloudy,Non Holiday,Weekday,Summer
ID14145,19/08/2016 03:00,74,17,17,88,8,Broken Clouds,Non Holiday,Weekday,Summer
ID14146,19/08/2016 04:00,100,17,17,88,9,Broken Clouds,Non Holiday,Weekday,Summer
ID14147,19/08/2016 05:00,156,17,17,88,7,Scattered Clouds,Non Holiday,Weekday,Summer
ID14148,19/08/2016 06:00,627,17,17,88,7,Clear,Non Holiday,Weekday,Summer
ID14149,19/08/2016 07:00,1771,17,17,88,7,Broken Clouds,Non Holiday,Weekday,Summer
ID14150,19/08/2016 08:00,2624,18,18,83,9,Rain / Light Rain,Non Holiday,Weekday,Summer
ID14151,19/08/2016 09:00,1545,18,18,83,9,Scattered Clouds,Non Holiday,Weekday,Summer
ID14152,19/08/2016 10:00,844,19,19,80.5,12,Scattered Clouds,Non Holiday,Weekday,Summer
ID14153,19/08/2016 11:00,641,19,19,83,11,Rain / Light Rain,Non Holiday,Weekday,Summer
ID14154,19/08/2016 12:00,952,19,19,83,11,Rain / Light Rain,Non Holiday,Weekday,Summer
ID14155,19/08/2016 13:00,802,19,19,83,12,Rain / Light Rain,Non Holiday,Weekday,Summer
ID14156,19/08/2016 14:00,1055,19.5,19.5,80.5,15,Broken Clouds,Non Holiday,Weekday,Summer
ID14157,19/08/2016 15:00,1251,19.5,19.5,66.5,23,Rain / Light Rain,Non Holiday,Weekday,Summer
ID14158,19/08/2016 16:00,1350,17,17,85.5,18.5,Rain / Light Rain,Non Holiday,Weekday,Summer
ID14159,19/08/2016 17:00,2928,18,18,83,18.5,Broken Clouds,Non Holiday,Weekday,Summer
ID14160,19/08/2016 18:00,2726,18,18,83,19,Scattered Clouds,Non Holiday,Weekday,Summer
ID14161,19/08/2016 19:00,1892,18,18,83,18.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14162,19/08/2016 20:00,1233,18,18,83,15,Scattered Clouds,Non Holiday,Weekday,Summer
ID14163,19/08/2016 21:00,837,17.5,17.5,83,13,Scattered Clouds,Non Holiday,Weekday,Summer
ID14164,19/08/2016 22:00,735,17,17,83,17,Clear,Non Holiday,Weekday,Summer
ID14165,19/08/2016 23:00,645,17,17,83,17,Clear,Non Holiday,Weekday,Summer
ID14166,20/08/2016 00:00,522,17,17,77,19.5,Clear,Non Holiday,Weekend,Summer
ID14167,20/08/2016 01:00,381,17,17,77,19,Scattered Clouds,Non Holiday,Weekend,Summer
ID14168,20/08/2016 02:00,287,17,17,77,17,Scattered Clouds,Non Holiday,Weekend,Summer
ID14169,20/08/2016 03:00,200,16.5,16.5,80,14,Scattered Clouds,Non Holiday,Weekend,Summer
ID14170,20/08/2016 04:00,141,16,16,83,15,Scattered Clouds,Non Holiday,Weekend,Summer
ID14171,20/08/2016 05:00,94,16,16,77,17,Clear,Non Holiday,Weekend,Summer
ID14172,20/08/2016 06:00,168,16.5,16.5,75,18,Clear,Non Holiday,Weekend,Summer
ID14173,20/08/2016 07:00,326,17.5,17.5,70.5,22.5,Clear,Non Holiday,Weekend,Summer
ID14174,20/08/2016 08:00,563,18,18,68,29,Scattered Clouds,Non Holiday,Weekend,Summer
ID14175,20/08/2016 09:00,716,19,19,64,30.5,Broken Clouds,Non Holiday,Weekend,Summer
ID14176,20/08/2016 10:00,749,17.5,17.5,75,27,Rain / Light Rain,Non Holiday,Weekend,Summer
ID14177,20/08/2016 11:00,1501,17.5,17.5,78,29,Scattered Clouds,Non Holiday,Weekend,Summer
ID14178,20/08/2016 12:00,1987,19.5,19.5,66,29,Scattered Clouds,Non Holiday,Weekend,Summer
ID14179,20/08/2016 13:00,2368,20.5,20.5,56.5,26,Scattered Clouds,Non Holiday,Weekend,Summer
ID14180,20/08/2016 14:00,2508,20.5,20.5,54.5,38,Scattered Clouds,Non Holiday,Weekend,Summer
ID14181,20/08/2016 15:00,2523,20.5,20.5,51.5,36,Broken Clouds,Non Holiday,Weekend,Summer
ID14182,20/08/2016 16:00,2100,19.5,19.5,60,39,Scattered Clouds,Non Holiday,Weekend,Summer
ID14183,20/08/2016 17:00,2294,19,19,64,36,Scattered Clouds,Non Holiday,Weekend,Summer
ID14184,20/08/2016 18:00,1763,19,19,62,30.5,Scattered Clouds,Non Holiday,Weekend,Summer
ID14185,20/08/2016 19:00,919,18.5,18.5,66,33,Rain / Light Rain,Non Holiday,Weekend,Summer
ID14186,20/08/2016 20:00,541,17,17,77,29.5,Rain / Light Rain,Non Holiday,Weekend,Summer
ID14187,20/08/2016 21:00,564,17,17,77,24,Rain / Light Rain,Non Holiday,Weekend,Summer
ID14188,20/08/2016 22:00,557,17,17,73,24,Cloudy,Non Holiday,Weekend,Summer
ID14189,20/08/2016 23:00,599,17,17,73,27,Broken Clouds,Non Holiday,Weekend,Summer
ID14190,21/08/2016 00:00,512,17,17,75,29,Cloudy,Non Holiday,Weekend,Summer
ID14191,21/08/2016 01:00,354,17,17,73,29,Broken Clouds,Non Holiday,Weekend,Summer
ID14192,21/08/2016 02:00,262,17,17,73,30.5,Broken Clouds,Non Holiday,Weekend,Summer
ID14193,21/08/2016 03:00,198,16.5,16.5,80,29,Rain / Light Rain,Non Holiday,Weekend,Summer
ID14194,21/08/2016 04:00,146,17,17,73,29,Cloudy,Non Holiday,Weekend,Summer
ID14195,21/08/2016 05:00,106,16.5,16.5,75,27,Broken Clouds,Non Holiday,Weekend,Summer
ID14196,21/08/2016 06:00,134,16,16,77,26,Broken Clouds,Non Holiday,Weekend,Summer
ID14197,21/08/2016 07:00,208,16.5,16.5,80,23,Cloudy,Non Holiday,Weekend,Summer
ID14198,21/08/2016 08:00,406,18,18,68,28,Broken Clouds,Non Holiday,Weekend,Summer
ID14199,21/08/2016 09:00,830,18,18,70.5,26,Broken Clouds,Non Holiday,Weekend,Summer
ID14200,21/08/2016 10:00,1438,19,19,64,30.5,Broken Clouds,Non Holiday,Weekend,Summer
ID14201,21/08/2016 11:00,1890,19.5,19.5,62,28.5,Broken Clouds,Non Holiday,Weekend,Summer
ID14202,21/08/2016 12:00,2281,20,20,60.5,28,Broken Clouds,Non Holiday,Weekend,Summer
ID14203,21/08/2016 13:00,2628,21.5,21.5,53.5,28,Broken Clouds,Non Holiday,Weekend,Summer
ID14204,21/08/2016 14:00,2810,22,22,51.5,30.5,Scattered Clouds,Non Holiday,Weekend,Summer
ID14205,21/08/2016 15:00,2797,22,22,51.5,31.5,Scattered Clouds,Non Holiday,Weekend,Summer
ID14206,21/08/2016 16:00,2906,22,22,50,28,Broken Clouds,Non Holiday,Weekend,Summer
ID14207,21/08/2016 17:00,2770,22,21.5,47,25,Scattered Clouds,Non Holiday,Weekend,Summer
ID14208,21/08/2016 18:00,2106,20.5,20.5,53,29,Broken Clouds,Non Holiday,Weekend,Summer
ID14209,21/08/2016 19:00,1036,17.5,17.5,78,22.5,Rain / Light Rain,Non Holiday,Weekend,Summer
ID14210,21/08/2016 20:00,803,17.5,17.5,80.5,16,Broken Clouds,Non Holiday,Weekend,Summer
ID14211,21/08/2016 21:00,710,18,18,83,19.5,Broken Clouds,Non Holiday,Weekend,Summer
ID14212,21/08/2016 22:00,492,18.5,18.5,80.5,19.5,Rain / Light Rain,Non Holiday,Weekend,Summer
ID14213,21/08/2016 23:00,396,18,18,83,18,Rain / Light Rain,Non Holiday,Weekend,Summer
ID14214,22/08/2016 00:00,259,18.5,18.5,80.5,20.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14215,22/08/2016 01:00,173,19,19,78,21.5,Rain / Light Rain,Non Holiday,Weekday,Summer
ID14216,22/08/2016 02:00,106,18,18,83,21,Rain / Light Rain,Non Holiday,Weekday,Summer
ID14217,22/08/2016 03:00,46,18,18,83,22,Broken Clouds,Non Holiday,Weekday,Summer
ID14218,22/08/2016 04:00,72,18,18,83,21,Scattered Clouds,Non Holiday,Weekday,Summer
ID14219,22/08/2016 05:00,154,18,18,80.5,20,Scattered Clouds,Non Holiday,Weekday,Summer
ID14220,22/08/2016 06:00,645,18,18,83,20.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14221,22/08/2016 07:00,1821,18,18,83,19.5,Rain / Light Rain,Non Holiday,Weekday,Summer
ID14222,22/08/2016 08:00,3900,18.5,18.5,80.5,21,Broken Clouds,Non Holiday,Weekday,Summer
ID14223,22/08/2016 09:00,1999,19,19,75.5,22,Scattered Clouds,Non Holiday,Weekday,Summer
ID14224,22/08/2016 10:00,1053,20.5,20.5,66.5,26,Scattered Clouds,Non Holiday,Weekday,Summer
ID14225,22/08/2016 11:00,1163,21,21,64,26,Scattered Clouds,Non Holiday,Weekday,Summer
ID14226,22/08/2016 12:00,1456,22.5,22.5,59,21,Broken Clouds,Non Holiday,Weekday,Summer
ID14227,22/08/2016 13:00,1535,23.5,23.5,59,24.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14228,22/08/2016 14:00,1650,25,25,54,23,Scattered Clouds,Non Holiday,Weekday,Summer
ID14229,22/08/2016 15:00,1792,25,25,51,25,Scattered Clouds,Non Holiday,Weekday,Summer
ID14230,22/08/2016 16:00,2454,26,26,48,22,Scattered Clouds,Non Holiday,Weekday,Summer
ID14231,22/08/2016 17:00,4567,25,25,51,23,Scattered Clouds,Non Holiday,Weekday,Summer
ID14232,22/08/2016 18:00,4475,23.5,23.5,55.5,20.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14233,22/08/2016 19:00,2644,23,23,59,18.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14234,22/08/2016 20:00,1545,21.5,21.5,62.5,14,Clear,Non Holiday,Weekday,Summer
ID14235,22/08/2016 21:00,933,20.5,20.5,62,15,Clear,Non Holiday,Weekday,Summer
ID14236,22/08/2016 22:00,716,19.5,19.5,71,11,Clear,Non Holiday,Weekday,Summer
ID14237,22/08/2016 23:00,535,18.5,18.5,75.5,9,Clear,Non Holiday,Weekday,Summer
ID14238,23/08/2016 00:00,230,18,18,78,6.5,Clear,Non Holiday,Weekday,Summer
ID14239,23/08/2016 01:00,201,17.5,17.5,80.5,5,Clear,Non Holiday,Weekday,Summer
ID14240,23/08/2016 02:00,97,17,17,83,4,Clear,Non Holiday,Weekday,Summer
ID14241,23/08/2016 03:00,65,17,17,83,0,Clear,Non Holiday,Weekday,Summer
ID14242,23/08/2016 04:00,83,16,16,88,5.5,Clear,Non Holiday,Weekday,Summer
ID14243,23/08/2016 05:00,146,15.5,15.5,85.5,6.5,Clear,Non Holiday,Weekday,Summer
ID14244,23/08/2016 06:00,858,16.5,16.5,80,4,Clear,Non Holiday,Weekday,Summer
ID14245,23/08/2016 07:00,2544,17.5,17.5,78,6.5,Clear,Non Holiday,Weekday,Summer
ID14246,23/08/2016 08:00,4634,19.5,19.5,66,7,Clear,Non Holiday,Weekday,Summer
ID14247,23/08/2016 09:00,2258,22.5,22.5,47,11,Clear,Non Holiday,Weekday,Summer
ID14248,23/08/2016 10:00,1301,25.5,25.5,40.5,8,Clear,Non Holiday,Weekday,Summer
ID14249,23/08/2016 11:00,1276,27.5,27.5,42,14,Clear,Non Holiday,Weekday,Summer
ID14250,23/08/2016 12:00,1734,28,28,43.5,16,Clear,Non Holiday,Weekday,Summer
ID14251,23/08/2016 13:00,1824,29,29,40,14,Clear,Non Holiday,Weekday,Summer
ID14252,23/08/2016 14:00,1890,29.5,29,37.5,18,Clear,Non Holiday,Weekday,Summer
ID14253,23/08/2016 15:00,2102,30,29,36.5,18,Clear,Non Holiday,Weekday,Summer
ID14254,23/08/2016 16:00,2712,30,29,36.5,17,Clear,Non Holiday,Weekday,Summer
ID14255,23/08/2016 17:00,5008,29,29,41.5,16,Clear,Non Holiday,Weekday,Summer
ID14256,23/08/2016 18:00,4957,28.5,28.5,44,16,Clear,Non Holiday,Weekday,Summer
ID14257,23/08/2016 19:00,2961,27.5,27.5,46.5,11,Clear,Non Holiday,Weekday,Summer
ID14258,23/08/2016 20:00,2052,26,26,51,8,Clear,Non Holiday,Weekday,Summer
ID14259,23/08/2016 21:00,1387,23.5,23.5,67,14,Clear,Non Holiday,Weekday,Summer
ID14260,23/08/2016 22:00,1045,22.5,22.5,71,11,Clear,Non Holiday,Weekday,Summer
ID14261,23/08/2016 23:00,695,22,22,73,10,Clear,Non Holiday,Weekday,Summer
ID14262,24/08/2016 00:00,123,21.5,21.5,75.5,6.5,Clear,Non Holiday,Weekday,Summer
ID14263,24/08/2016 01:00,204,21,21,78,6.5,Clear,Non Holiday,Weekday,Summer
ID14264,24/08/2016 02:00,102,21,21,78,3,Clear,Non Holiday,Weekday,Summer
ID14265,24/08/2016 03:00,60,20,20,78,3,Clear,Non Holiday,Weekday,Summer
ID14266,24/08/2016 04:00,71,20,20,80.5,0,Clear,Non Holiday,Weekday,Summer
ID14267,24/08/2016 05:00,153,20,20,83,2,Clear,Non Holiday,Weekday,Summer
ID14268,24/08/2016 06:00,879,20,20,80.5,5,Clear,Non Holiday,Weekday,Summer
ID14269,24/08/2016 07:00,2508,21.5,21.5,71,2,Clear,Non Holiday,Weekday,Summer
ID14270,24/08/2016 08:00,4591,22.5,22.5,67,5,Clear,Non Holiday,Weekday,Summer
ID14271,24/08/2016 09:00,2376,25,25,59,5.5,Clear,Non Holiday,Weekday,Summer
ID14272,24/08/2016 10:00,1273,27,27,51,5,Clear,Non Holiday,Weekday,Summer
ID14273,24/08/2016 11:00,1342,28,28,48,5,Clear,Non Holiday,Weekday,Summer
ID14274,24/08/2016 12:00,1687,29,29,45,4,Clear,Non Holiday,Weekday,Summer
ID14275,24/08/2016 13:00,1796,30,30,44.5,6.5,Clear,Non Holiday,Weekday,Summer
ID14276,24/08/2016 14:00,1788,31,31,41.5,5,Clear,Non Holiday,Weekday,Summer
ID14277,24/08/2016 15:00,1887,32,32,41,6,Clear,Non Holiday,Weekday,Summer
ID14278,24/08/2016 16:00,2727,32.5,32.5,37,5,Clear,Non Holiday,Weekday,Summer
ID14279,24/08/2016 17:00,4984,32.5,32.5,37,10.5,Clear,Non Holiday,Weekday,Summer
ID14280,24/08/2016 18:00,4916,30.5,30.5,40.5,14,Clear,Non Holiday,Weekday,Summer
ID14281,24/08/2016 19:00,2922,29,29.5,49,13,Clear,Non Holiday,Weekday,Summer
ID14282,24/08/2016 20:00,1559,26.5,27.5,58,13,Clear,Non Holiday,Weekday,Summer
ID14283,24/08/2016 21:00,1153,25.5,26,59.5,10,Clear,Non Holiday,Weekday,Summer
ID14284,24/08/2016 22:00,926,23,23,69,11,Rain / Light Rain,Non Holiday,Weekday,Summer
ID14285,24/08/2016 23:00,637,22.5,22.5,71,17,Clear,Non Holiday,Weekday,Summer
ID14286,25/08/2016 00:00,323,22,22,73,19.5,Clear,Non Holiday,Weekday,Summer
ID14287,25/08/2016 01:00,222,21.5,21.5,75.5,15,Clear,Non Holiday,Weekday,Summer
ID14288,25/08/2016 02:00,146,21,21,78,8.5,Clear,Non Holiday,Weekday,Summer
ID14289,25/08/2016 03:00,90,21,21,78,7.5,Clear,Non Holiday,Weekday,Summer
ID14290,25/08/2016 04:00,106,21,21,78,7.5,Clear,Non Holiday,Weekday,Summer
ID14291,25/08/2016 05:00,143,20,20,83,12,Clear,Non Holiday,Weekday,Summer
ID14292,25/08/2016 06:00,786,19,19,83,9,Clear,Non Holiday,Weekday,Summer
ID14293,25/08/2016 07:00,2364,20,20,78,9,Clear,Non Holiday,Weekday,Summer
ID14294,25/08/2016 08:00,4341,20.5,20.5,78,9,Clear,Non Holiday,Weekday,Summer
ID14295,25/08/2016 09:00,2303,22.5,22.5,71,7,Clear,Non Holiday,Weekday,Summer
ID14296,25/08/2016 10:00,1173,24.5,24.5,63,6,Clear,Non Holiday,Weekday,Summer
ID14297,25/08/2016 11:00,1223,26.5,27.5,56,5.5,Clear,Non Holiday,Weekday,Summer
ID14298,25/08/2016 12:00,1613,26.5,27.5,56,7,Clear,Non Holiday,Weekday,Summer
ID14299,25/08/2016 13:00,1560,26.5,27.5,57.5,5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14300,25/08/2016 14:00,1614,28,29,51,7.5,Clear,Non Holiday,Weekday,Summer
ID14301,25/08/2016 15:00,1826,27.5,28.5,52.5,7.5,Clear,Non Holiday,Weekday,Summer
ID14302,25/08/2016 16:00,2378,28,29,51,8,Clear,Non Holiday,Weekday,Summer
ID14303,25/08/2016 17:00,4306,28,29,51,6,Clear,Non Holiday,Weekday,Summer
ID14304,25/08/2016 18:00,4238,28,29,51,6.5,Clear,Non Holiday,Weekday,Summer
ID14305,25/08/2016 19:00,2628,26.5,27.5,61.5,11,Clear,Non Holiday,Weekday,Summer
ID14306,25/08/2016 20:00,1648,25,25,65,10,Clear,Non Holiday,Weekday,Summer
ID14307,25/08/2016 21:00,1132,24.5,24.5,69,7.5,Clear,Non Holiday,Weekday,Summer
ID14308,25/08/2016 22:00,922,24,24,71.5,5,Clear,Non Holiday,Weekday,Summer
ID14309,25/08/2016 23:00,657,23.5,23.5,76,3,Clear,Non Holiday,Weekday,Summer
ID14310,26/08/2016 00:00,320,23,23,76,6.5,Clear,Non Holiday,Weekday,Summer
ID14311,26/08/2016 01:00,158,23,23,78,10,Rain / Light Rain,Non Holiday,Weekday,Summer
ID14312,26/08/2016 02:00,122,22,22,83,19,Scattered Clouds,Non Holiday,Weekday,Summer
ID14313,26/08/2016 03:00,81,21,21,83,8.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14314,26/08/2016 04:00,72,21,21,83,7.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14315,26/08/2016 05:00,154,20.5,20.5,83,16,Broken Clouds,Non Holiday,Weekday,Summer
ID14316,26/08/2016 06:00,647,19.5,19.5,78,9,Scattered Clouds,Non Holiday,Weekday,Summer
ID14317,26/08/2016 07:00,1842,20,20,73,7,Scattered Clouds,Non Holiday,Weekday,Summer
ID14318,26/08/2016 08:00,3734,20.5,20.5,66.5,6.5,Scattered Clouds,Non Holiday,Weekday,Summer
ID14319,26/08/2016 09:00,2117,22,22,60.5,9,Scattered Clouds,Non Holiday,Weekday,Summer
ID14320,26/08/2016 10:00,1362,22.5,22.5,61,14,Scattered Clouds,Non Holiday,Weekday,Summer
ID14321,26/08/2016 11:00,1424,24.5,24.5,52.5,12,Scattered Clouds,Non Holiday,Weekday,Summer
ID14322,26/08/2016 12:00,1848,24.5,24.5,52.5,9,Scattered Clouds,Non Holiday,Weekday,Summer
ID14323,26/08/2016 13:00,1968,25,25,45.5,8,Clear,Non Holiday,Weekday,Summer
ID14324,26/08/2016 14:00,1932,26,26,40.5,11.5,Clear,Non Holiday,Weekday,Summer
ID14325,26/08/2016 15:00,2247,26.5,26,31.5,14,Clear,Non Holiday,Weekday,Summer
ID14326,26/08/2016 16:00,2895,27,26,26,13,Clear,Non Holiday,Weekday,Summer
ID14327,26/08/2016 17:00,4186,27,26,27,13,Clear,Non Holiday,Weekday,Summer
ID14328,26/08/2016 18:00,3453,26.5,25.5,26,9,Clear,Non Holiday,Weekday,Summer
ID14329,26/08/2016 19:00,2447,25.5,25.5,35,8,Clear,Non Holiday,Weekday,Summer
ID14330,26/08/2016 20:00,1634,24,23.5,40,10,Clear,Non Holiday,Weekday,Summer
ID14331,26/08/2016 21:00,1199,22.5,22,47,9,Clear,Non Holiday,Weekday,Summer
ID14332,26/08/2016 22:00,1040,21.5,21,48.5,6.5,Clear,Non Holiday,Weekday,Summer
ID14333,26/08/2016 23:00,815,21,21,50,8,Clear,Non Holiday,Weekday,Summer
ID14334,27/08/2016 00:00,631,20,20,53,5,Clear,Non Holiday,Weekend,Summer
ID14335,27/08/2016 01:00,542,19,19,56,6,Clear,Non Holiday,Weekend,Summer
ID14336,27/08/2016 02:00,349,18.5,18.5,64,6.5,Clear,Non Holiday,Weekend,Summer
ID14337,27/08/2016 03:00,233,17,17,75,6,Clear,Non Holiday,Weekend,Summer
ID14338,27/08/2016 04:00,161,17,17,77,6,Scattered Clouds,Non Holiday,Weekend,Summer
ID14339,27/08/2016 05:00,130,17,17,83,7,Scattered Clouds,Non Holiday,Weekend,Summer
ID14340,27/08/2016 06:00,160,18,18,85.5,7.5,Clear,Non Holiday,Weekend,Summer
